left_eye_263,left_eye_387,left_eye_385,left_eye_326,left_eye_380,left_eye_373,right_eye_33,right_eye_160,right_eye_158,right_eye_133,right_eye_153,right_eye_144,mouth_78,mouth_82,mouth_312,mouth_308,mouth_317,mouth_87,head_10,head_152
"[0.4964389204978943, 0.5021030306816101, 0.05167270079255104]","[0.5347908735275269, 0.4927135705947876, 0.052532829344272614]","[0.568370521068573, 0.4940047264099121, 0.06068015098571777]","[0.5915388464927673, 0.5024499893188477, 0.0817226767539978]","[0.566839337348938, 0.5075905919075012, 0.05865136533975601]","[0.5334053635597229, 0.5072335004806519, 0.049634795635938644]","[0.37974369525909424, 0.5016166567802429, 0.04193373769521713]","[0.3463655114173889, 0.4924178123474121, 0.03185299411416054]","[0.3118024468421936, 0.4939952790737152, 0.03283898904919624]","[0.2846437096595764, 0.5023799538612366, 0.048798296600580215]","[0.31429943442344666, 0.5073174238204956, 0.03130989521741867]","[0.3490106463432312, 0.5065476298332214, 0.029338326305150986]","[0.36074313521385193, 0.6287802457809448, -0.04259824752807617]","[0.4275403618812561, 0.6216880679130554, -0.06807053834199905]","[0.47005727887153625, 0.6215180158615112, -0.06301010400056839]","[0.5231950879096985, 0.6278313994407654, -0.024807622656226158]","[0.4702914357185364, 0.6241238117218018, -0.06630516052246094]","[0.4268142282962799, 0.6243314146995544, -0.07169926911592484]","[0.4447810649871826, 0.39675113558769226, 0.06521804630756378]","[0.4445500075817108, 0.7170921564102173, -0.06902331113815308]"
"[0.49533745646476746, 0.5020574331283569, 0.05364661663770676]","[0.5337871313095093, 0.49305978417396545, 0.05486776679754257]","[0.5670639276504517, 0.4943705201148987, 0.063323475420475]","[0.5903580188751221, 0.5025520920753479, 0.08476492017507553]","[0.5654048919677734, 0.5072733759880066, 0.06143277511000633]","[0.5319235324859619, 0.5067958831787109, 0.052035193890333176]","[0.3773292899131775, 0.5018325448036194, 0.04258202761411667]","[0.3438868224620819, 0.4932447373867035, 0.03198802098631859]","[0.30949723720550537, 0.49502861499786377, 0.0326540507376194]","[0.2821144461631775, 0.5033025145530701, 0.04851746931672096]","[0.3123629093170166, 0.5077411532402039, 0.03130026534199715]","[0.3471352756023407, 0.5066713690757751, 0.029567299410700798]","[0.3596837818622589, 0.6296267509460449, -0.044222354888916016]","[0.4270007014274597, 0.6216318011283875, -0.06955014914274216]","[0.4703349471092224, 0.6213109493255615, -0.06416668742895126]","[0.5237509608268738, 0.6279723644256592, -0.024770578369498253]","[0.47040820121765137, 0.6239405274391174, -0.06766214221715927]","[0.4265254735946655, 0.624302864074707, -0.07338080555200577]","[0.44189217686653137, 0.39725083112716675, 0.06721549481153488]","[0.4460735321044922, 0.7200620770454407, -0.07164023071527481]"
"[0.4969618320465088, 0.5021589398384094, 0.053557585924863815]","[0.5357672572135925, 0.49276503920555115, 0.054623402655124664]","[0.569724440574646, 0.4938237965106964, 0.06316853314638138]","[0.5937057137489319, 0.5019946098327637, 0.08488267660140991]","[0.5685354471206665, 0.50704425573349, 0.061140164732933044]","[0.5346181988716125, 0.5067967772483826, 0.05175462365150452]","[0.37613555788993835, 0.5024594068527222, 0.04284903034567833]","[0.3419923186302185, 0.49370086193084717, 0.03222072869539261]","[0.30681392550468445, 0.49544763565063477, 0.033143430948257446]","[0.2790403366088867, 0.5039197206497192, 0.04943994805216789]","[0.3097361922264099, 0.5085611343383789, 0.03167759254574776]","[0.3451664447784424, 0.5074535012245178, 0.02974829077720642]","[0.3620637059211731, 0.6296219229698181, -0.044530078768730164]","[0.4296874403953552, 0.6212694048881531, -0.07080385088920593]","[0.4734889566898346, 0.620815098285675, -0.06531687825918198]","[0.5271701812744141, 0.6275306344032288, -0.025055216625332832]","[0.4737928509712219, 0.6244122385978699, -0.06794299185276031]","[0.42927882075309753, 0.6248972415924072, -0.07373350858688354]","[0.4400344491004944, 0.39634448289871216, 0.06695271283388138]","[0.45121902227401733, 0.7189136147499084, -0.07025578618049622]"
"[0.4963429570198059, 0.5020747184753418, 0.05459349602460861]","[0.5352045297622681, 0.49253156781196594, 0.055875059217214584]","[0.5692307949066162, 0.493692010641098, 0.06440466642379761]","[0.5930827856063843, 0.5020833611488342, 0.08597294241189957]","[0.5677468776702881, 0.5071860551834106, 0.062212929129600525]","[0.5337982177734375, 0.5068525671958923, 0.05278176814317703]","[0.37546756863594055, 0.5020527243614197, 0.04378887265920639]","[0.3414853513240814, 0.49294328689575195, 0.03326961398124695]","[0.3061538338661194, 0.4946211576461792, 0.03408432751893997]","[0.278312623500824, 0.5032449960708618, 0.050194524228572845]","[0.3091663718223572, 0.5080832839012146, 0.03245078772306442]","[0.3446228504180908, 0.5069992542266846, 0.03059791959822178]","[0.36093413829803467, 0.6302450895309448, -0.0456850491464138]","[0.4286131262779236, 0.62172532081604, -0.07191301882266998]","[0.47250139713287354, 0.6213414669036865, -0.06637833267450333]","[0.5263869762420654, 0.6284167766571045, -0.026011234149336815]","[0.47277548909187317, 0.6252703070640564, -0.06914732605218887]","[0.4280383288860321, 0.6256730556488037, -0.07496717572212219]","[0.4403037130832672, 0.39644354581832886, 0.06954655051231384]","[0.44963470101356506, 0.7196277379989624, -0.07218914479017258]"
"[0.4960014820098877, 0.5022802948951721, 0.054760731756687164]","[0.534517228603363, 0.4930935204029083, 0.055695563554763794]","[0.5683169364929199, 0.49408572912216187, 0.06379304826259613]","[0.5926110148429871, 0.5022146701812744, 0.0849246233701706]","[0.5673578977584839, 0.5072735548019409, 0.061450496315956116]","[0.5335277318954468, 0.5070595741271973, 0.0524623841047287]","[0.3753490746021271, 0.5029082894325256, 0.045330990105867386]","[0.3415414094924927, 0.49432793259620667, 0.03528321534395218]","[0.30662786960601807, 0.49610114097595215, 0.03641818091273308]","[0.2788292169570923, 0.5046467781066895, 0.05260265991091728]","[0.30930355191230774, 0.5092571973800659, 0.03460097312927246]","[0.3445284366607666, 0.5080651044845581, 0.032447125762701035]","[0.360715389251709, 0.6304091215133667, -0.04556354507803917]","[0.42818355560302734, 0.621675431728363, -0.07224465906620026]","[0.4723990559577942, 0.6211752891540527, -0.0672725960612297]","[0.5269237756729126, 0.6281346082687378, -0.02777753584086895]","[0.47267207503318787, 0.6249766945838928, -0.07058100402355194]","[0.4276743531227112, 0.6255090832710266, -0.07585424929857254]","[0.43923303484916687, 0.3966636657714844, 0.07258662581443787]","[0.44962382316589355, 0.7199481725692749, -0.07529345154762268]"
"[0.4960981011390686, 0.5028711557388306, 0.05305972322821617]","[0.5348192453384399, 0.4933564066886902, 0.053762346506118774]","[0.5689085125923157, 0.49422433972358704, 0.061788108199834824]","[0.593102216720581, 0.5023549199104309, 0.08292972296476364]","[0.5676798224449158, 0.5077939033508301, 0.059582337737083435]","[0.5336445569992065, 0.5076467990875244, 0.050670213997364044]","[0.3752538561820984, 0.5035555958747864, 0.0441008023917675]","[0.3413848280906677, 0.49459636211395264, 0.03411915525794029]","[0.3062801659107208, 0.49624329805374146, 0.03541465103626251]","[0.27856919169425964, 0.5048004984855652, 0.0518043227493763]","[0.30886417627334595, 0.509722113609314, 0.03373580425977707]","[0.3441867530345917, 0.5086592435836792, 0.03145947679877281]","[0.3586588203907013, 0.6303818821907043, -0.043728385120630264]","[0.4263479709625244, 0.6222782135009766, -0.07051406055688858]","[0.470508337020874, 0.6217970252037048, -0.06566382199525833]","[0.5252978205680847, 0.6282083988189697, -0.026536498218774796]","[0.47056010365486145, 0.6250544786453247, -0.06886866688728333]","[0.4256663918495178, 0.6255364418029785, -0.07398541271686554]","[0.4403306841850281, 0.3966951370239258, 0.06867535412311554]","[0.44599393010139465, 0.7185537815093994, -0.07196268439292908]"
"[0.4961112141609192, 0.5026984810829163, 0.05192208290100098]","[0.535033106803894, 0.493341326713562, 0.05223540589213371]","[0.5690938234329224, 0.494213342666626, 0.06014479696750641]","[0.5934048295021057, 0.5021120309829712, 0.08124643564224243]","[0.567682683467865, 0.5074915885925293, 0.05816006287932396]","[0.5335874557495117, 0.5073339343070984, 0.049380313605070114]","[0.3756465017795563, 0.5034693479537964, 0.04350997135043144]","[0.3419559895992279, 0.4948378801345825, 0.03349750488996506]","[0.30703964829444885, 0.4965769350528717, 0.0349944606423378]","[0.2795421779155731, 0.5049114227294922, 0.05158861353993416]","[0.3097352981567383, 0.5096561908721924, 0.03352048620581627]","[0.34486374258995056, 0.5085484981536865, 0.031070446595549583]","[0.360223650932312, 0.6301930546760559, -0.042985837906599045]","[0.42603886127471924, 0.6221100091934204, -0.06952318549156189]","[0.4692678451538086, 0.6216368079185486, -0.06496883928775787]","[0.5236458778381348, 0.6281589865684509, -0.02675427310168743]","[0.4695030748844147, 0.6249130368232727, -0.06781893223524094]","[0.42540979385375977, 0.6253740787506104, -0.07257720828056335]","[0.440080463886261, 0.39744728803634644, 0.06626417487859726]","[0.44612985849380493, 0.7179316282272339, -0.06910799443721771]"
"[0.4955843985080719, 0.5027527213096619, 0.0516171008348465]","[0.5343734622001648, 0.49362730979919434, 0.05168914422392845]","[0.5682058930397034, 0.49452775716781616, 0.05925685167312622]","[0.5925247669219971, 0.5023590326309204, 0.079981230199337]","[0.566840410232544, 0.5077466368675232, 0.057254839688539505]","[0.53284752368927, 0.5075368881225586, 0.04878855124115944]","[0.3759770393371582, 0.5036096572875977, 0.044161006808280945]","[0.3426929712295532, 0.495183527469635, 0.034503474831581116]","[0.30819517374038696, 0.49693596363067627, 0.036186520010232925]","[0.2809436321258545, 0.5051944851875305, 0.0527176633477211]","[0.3107341229915619, 0.5099009871482849, 0.03461888059973717]","[0.34550946950912476, 0.5087904334068298, 0.031985364854335785]","[0.35988545417785645, 0.6305728554725647, -0.042488161474466324]","[0.42481473088264465, 0.6226446032524109, -0.06900844722986221]","[0.46782398223876953, 0.6221880912780762, -0.06494154781103134]","[0.5225846767425537, 0.6286057829856873, -0.027895024046301842]","[0.46802401542663574, 0.6251592040061951, -0.06797430664300919]","[0.42411941289901733, 0.6256137490272522, -0.07221803069114685]","[0.4403950273990631, 0.39795559644699097, 0.0674520954489708]","[0.4441700577735901, 0.7185989022254944, -0.07023449242115021]"
"[0.49581965804100037, 0.5032574534416199, 0.05014518275856972]","[0.5342277884483337, 0.49410244822502136, 0.04998260736465454]","[0.5678044557571411, 0.49507296085357666, 0.05738122761249542]","[0.5918828248977661, 0.5029658079147339, 0.07787071168422699]","[0.5664173364639282, 0.5082491040229797, 0.05550387501716614]","[0.5327927470207214, 0.5080490112304688, 0.04724224656820297]","[0.3777109682559967, 0.5039638876914978, 0.04314490780234337]","[0.34476226568222046, 0.49542224407196045, 0.03362628072500229]","[0.31058168411254883, 0.49710991978645325, 0.035386715084314346]","[0.2835823595523834, 0.5053436160087585, 0.05184251442551613]","[0.31304529309272766, 0.5100461840629578, 0.03391813114285469]","[0.3474424183368683, 0.5090354084968567, 0.031244970858097076]","[0.3599206507205963, 0.6300162076950073, -0.04053635150194168]","[0.42507269978523254, 0.6227240562438965, -0.0673624724149704]","[0.46812114119529724, 0.6223553419113159, -0.06339966505765915]","[0.5228120684623718, 0.6284234523773193, -0.026449332013726234]","[0.46829095482826233, 0.6251583099365234, -0.06671083718538284]","[0.42441925406455994, 0.6255221962928772, -0.0708785355091095]","[0.44208401441574097, 0.39827761054039, 0.0649273470044136]","[0.4432348310947418, 0.7172607183456421, -0.06828205287456512]"
"[0.4964614808559418, 0.5025779008865356, 0.05077572539448738]","[0.5352880358695984, 0.49290263652801514, 0.05071991682052612]","[0.5691714882850647, 0.49393734335899353, 0.05788154900074005]","[0.5931651592254639, 0.5022128820419312, 0.07811054587364197]","[0.5674879550933838, 0.5075968503952026, 0.05579041689634323]","[0.5336381196975708, 0.5073474645614624, 0.04770246893167496]","[0.3787391781806946, 0.5029550790786743, 0.04461352154612541]","[0.34582197666168213, 0.4937717914581299, 0.035420697182416916]","[0.31146615743637085, 0.49536222219467163, 0.03728610277175903]","[0.28464004397392273, 0.5038652420043945, 0.0536959134042263]","[0.31387850642204285, 0.5087636709213257, 0.03559445962309837]","[0.34824851155281067, 0.5079096555709839, 0.03275767341256142]","[0.35907477140426636, 0.6305975914001465, -0.04087414965033531]","[0.423770546913147, 0.6229262948036194, -0.0684124231338501]","[0.4666297137737274, 0.6226493120193481, -0.06483139842748642]","[0.5217670798301697, 0.6293171644210815, -0.027870476245880127]","[0.4667245149612427, 0.6259600520133972, -0.06802389770746231]","[0.4227955639362335, 0.6262370347976685, -0.07179590314626694]","[0.44425928592681885, 0.39774835109710693, 0.06676064431667328]","[0.440924733877182, 0.7185611128807068, -0.06994075328111649]"
"[0.49670296907424927, 0.5026533007621765, 0.05149434134364128]","[0.5353347659111023, 0.4928380250930786, 0.052221573889255524]","[0.5693204998970032, 0.49407801032066345, 0.06013989448547363]","[0.5926260948181152, 0.5027413368225098, 0.08101008087396622]","[0.5675197839736938, 0.5080937147140503, 0.058009810745716095]","[0.5337818264961243, 0.5077390074729919, 0.049180638045072556]","[0.3786298632621765, 0.5022132992744446, 0.042674463242292404]","[0.3453073501586914, 0.4924263060092926, 0.032856013625860214]","[0.3104100227355957, 0.4938889145851135, 0.03404829651117325]","[0.28331005573272705, 0.5025534629821777, 0.050208915024995804]","[0.3129371702671051, 0.5077664852142334, 0.032462164759635925]","[0.34774380922317505, 0.5070829391479492, 0.03024895302951336]","[0.35921335220336914, 0.62980055809021, -0.04215845465660095]","[0.4255664646625519, 0.6226821541786194, -0.06839007884263992]","[0.4684118628501892, 0.62250155210495, -0.06371591240167618]","[0.5224278569221497, 0.6288653016090393, -0.025606432929635048]","[0.46844545006752014, 0.6254255771636963, -0.06684108823537827]","[0.4245821535587311, 0.6256012916564941, -0.07183564454317093]","[0.4452097415924072, 0.39681607484817505, 0.06552094221115112]","[0.44158822298049927, 0.717971920967102, -0.06899257749319077]"
"[0.495193213224411, 0.5030646324157715, 0.052187368273735046]","[0.533605694770813, 0.4941044747829437, 0.05241284519433975]","[0.5671126842498779, 0.49516767263412476, 0.059912197291851044]","[0.5911416411399841, 0.5031372308731079, 0.08048676699399948]","[0.5657055974006653, 0.5081496238708496, 0.05791107937693596]","[0.5320003032684326, 0.5078179836273193, 0.04944496229290962]","[0.37650901079177856, 0.5033616423606873, 0.04468687251210213]","[0.3435978889465332, 0.4948573112487793, 0.03509477153420448]","[0.3093758225440979, 0.4965374767780304, 0.03661360219120979]","[0.28215283155441284, 0.504745602607727, 0.05289532244205475]","[0.3118166923522949, 0.5093701481819153, 0.035017143934965134]","[0.3463250994682312, 0.5083445310592651, 0.03249525651335716]","[0.3581155836582184, 0.6307300329208374, -0.0420636422932148]","[0.4241870641708374, 0.622984766960144, -0.06902334094047546]","[0.4678751528263092, 0.6225813627243042, -0.06499747186899185]","[0.5230823159217834, 0.6289095878601074, -0.02735234797000885]","[0.46799713373184204, 0.6254685521125793, -0.06857029348611832]","[0.42367371916770935, 0.6258741617202759, -0.07284791022539139]","[0.44118791818618774, 0.39806437492370605, 0.06852421909570694]","[0.44307997822761536, 0.7195717096328735, -0.07232417166233063]"
"[0.49728822708129883, 0.5031957030296326, 0.05174706131219864]","[0.5359735488891602, 0.49381911754608154, 0.05183106288313866]","[0.5700095891952515, 0.4947245717048645, 0.05936727672815323]","[0.5943427085876465, 0.5028432011604309, 0.0800553485751152]","[0.5687389969825745, 0.5082546472549438, 0.05726932734251022]","[0.5347629189491272, 0.5080504417419434, 0.04887084662914276]","[0.37737831473350525, 0.503939688205719, 0.04445579648017883]","[0.34401702880859375, 0.49523603916168213, 0.03487098217010498]","[0.30930623412132263, 0.4969028830528259, 0.03656342998147011]","[0.28185123205184937, 0.5053112506866455, 0.05310520529747009]","[0.31170347332954407, 0.510090708732605, 0.034885771572589874]","[0.34662577509880066, 0.5090739130973816, 0.03223010152578354]","[0.3588355481624603, 0.6305281519889832, -0.042023394256830215]","[0.42526134848594666, 0.6231106519699097, -0.06931717693805695]","[0.46905291080474854, 0.6227906942367554, -0.06528123468160629]","[0.5241121649742126, 0.6290557980537415, -0.027478482574224472]","[0.46917325258255005, 0.6258931159973145, -0.06875669956207275]","[0.42447343468666077, 0.6262392997741699, -0.07300304621458054]","[0.4427286386489868, 0.39779701828956604, 0.06793233007192612]","[0.443653404712677, 0.7187961339950562, -0.07086236029863358]"
